name,address,house_type,price,price_per_area,area,valid_area,property_year,house_direction,hold_year,payandtax,house_used,sell_time,latest_trade,elevator,building_structure,buildtime,trade_property,supply_heating,fitment,floor,building_type,household_num
山水名园二期,"崂山,石老人",3室2厅1厨2卫,540,3.8029,142平米,暂无数据,50年,南 北,暂无数据,"首付162万 ,税费,13.8,万(仅供参考) ,详情",普通住宅,2017-10-09,暂无数据,暂无数据,钢混结构,2009年建/板楼,商品房,集中供暖,其他,中楼层 (共4层),板楼,一梯两户
海逸翠庭,"崂山,西姜",3室2厅1厨2卫,750,3.8002,197.36平米,171.41㎡,50年,南 北,满五年,"首付225万 ,税费,13.8,万(仅供参考) ,详情",普通住宅,2017-05-20,2005-03-30,暂无数据,钢混结构,2006年建/板楼,商品房,集中供暖,其他,中楼层 (共4层),板楼,一梯两户
华严支路,"市南,湛山",2室0厅1厨1卫,206,3.798,54.24平米,暂无数据,70年,南,满五年,"首付62万 ,税费,13.8,万(仅供参考) ,详情",普通住宅,2017-05-27,2004-05-21,暂无数据,砖混结构,1986年建/板楼,商品房,集中供暖,简装,中楼层 (共7层),板楼,一梯四户
华严支路,"市南,湛山",3室1厅1厨1卫,308,3.7904,81.26平米,暂无数据,70年,南 北,满五年,"首付93万 ,税费,13.8,万(仅供参考) ,详情",普通住宅,2017-05-10,2002-09-15,暂无数据,砖混结构,1986年建/板楼,商品房,集中供暖,简装,高楼层 (共7层),板楼,一梯三户
溪谷美寓一期,"崂山,汽车东站",2室2厅1厨1卫,390,3.7865,103平米,90㎡,50年,南 北,满两年,"首付117万 ,税费,13.8,万(仅供参考) ,详情",普通住宅,2017-09-12,2013-09-04,暂无数据,钢混结构,2009年建/板楼,商品房,集中供暖,其他,中楼层 (共6层),板楼,一梯两户
恩马文景园,"崂山,崂山CBD",3室1厅1厨2卫,480,3.7796,127平米,101.83㎡,50年,南 北,满两年,"首付144万 ,税费,13.8,万(仅供参考) ,详情",普通住宅,2017-09-29,2013-02-22,有,钢混结构,2011年建/板楼,商品房,集中供暖,其他,高楼层 (共30层),板楼,一梯三户
天林山庄,"崂山,雕塑园",6室2厅1厨2卫,750,3.7693,198.98平米,176.34㎡,50年,南 北,满两年,"首付225万 ,税费,13.8,万(仅供参考) ,详情",普通住宅,2017-04-18,2012-10-30,暂无数据,钢混结构,2000年建/板楼,商品房,集中供暖,精装,低楼层 (共4层),板楼,一梯两户
田家花园C区,"市南,田家花园",2室1厅1厨1卫,260,3.7687,68.99平米,62.02㎡,70年,南 北,满五年,"首付78万 ,税费,13.8,万(仅供参考) ,详情",普通住宅,2017-10-05,2006-12-12,暂无数据,砖混结构,1999年建/板楼,拆迁还建房,集中供暖,简装,高楼层 (共5层),板楼,一梯三户
齐东路,"市南,大学路",2室2厅1厨1卫,350,3.7574,93.15平米,85.06㎡,70年,东南,满五年,"首付105万 ,税费,13.8,万(仅供参考) ,详情",普通住宅,2017-10-10,2003-05-21,暂无数据,砖混结构,1996年建/板楼,商品房,集中供暖,其他,中楼层 (共7层),板楼,一梯两户
东海一路,"市南,湛山",3室2厅1厨2卫,465,3.757,123.77平米,117.5㎡,70年,南 西 北,满五年,"首付140万 ,税费,13.8,万(仅供参考) ,详情",普通住宅,2017-03-19,1994-03-16,暂无数据,砖混结构,1994年建/板楼,商品房,集中供暖,其他,高楼层 (共6层),板楼,一梯两户
海尔东城国际南区,"崂山,颐中体育场",2室2厅1厨1卫,360,3.7563,95.84平米,95.84㎡,70年,南,满五年,"首付108万 ,税费,13.8,万(仅供参考) ,详情",普通住宅,2017-03-22,2009-11-11,有,钢混结构,2006年建/板楼,商品房,集中供暖,其他,低楼层 (共11层),板楼,一梯三户
海信慧园二期,"市南,湛山",3室2厅1厨2卫,540,3.7521,143.92平米,暂无数据,70年,南 北,满五年,"首付162万 ,税费,13.8,万(仅供参考) ,详情",普通住宅,2017-08-10,2008-08-29,有,钢混结构,2005年建/板楼,商品房,集中供暖,其他,低楼层 (共29层),板楼,两梯三户
福林花园,"市南,大尧",4室2厅1厨2卫,380,3.7432,101.52平米,100㎡,70年,南,满五年,"首付114万 ,税费,13.8,万(仅供参考) ,详情",普通住宅,2017-08-13,2001-01-01,暂无数据,砖混结构,1999年建/板楼,已购公房,集中供暖,其他,高楼层 (共6层),板楼,一梯两户
亚星花园,"市北,错埠岭",4室2厅1厨2卫,290,3.7401,77.54平米,69.64㎡,70年,南 西 北,满五年,"首付87万 ,税费,13.8,万(仅供参考) ,详情",普通住宅,2017-09-18,2007-03-29,暂无数据,砖混结构,1999年建/板楼,商品房,集中供暖,其他,高楼层 (共7层),板楼,一梯两户
文园花园,"崂山,石老人",3室2厅1厨2卫,580,3.7384,155.15平米,134.39㎡,50年,南 北,满五年,"首付174万 ,税费,13.8,万(仅供参考) ,详情",普通住宅,2017-07-12,2008-08-21,有,钢混结构,2009年建/板楼,商品房,集中供暖,精装,中楼层 (共5层),板楼,一梯两户
天泰金融广场B座,"崂山,崂山CBD",2室2厅1厨1卫,250,3.7314,67平米,140㎡,40年,西,满五年,"首付125万 ,税费,13.8,万(仅供参考) ,详情",商住两用,2017-09-22,2010-09-08,有,钢混结构,2010年建/板楼,商品房,自供暖,其他,低楼层 (共32层),板楼,六梯二十三户
金都新村,"市南,麦岛",2室2厅1厨1卫,360,3.7291,96.54平米,86.93㎡,70年,南 北,满五年,"首付108万 ,税费,13.8,万(仅供参考) ,详情",普通住宅,2017-09-27,2005-07-20,暂无数据,砖混结构,1998年建/板楼,商品房,集中供暖,精装,高楼层 (共6层),板楼,一梯两户
国际城名苑,"市南,田家花园",5室3厅1厨3卫,538,3.723,144.51平米,130.63㎡,70年,南 北,满两年,"首付162万 ,税费,13.8,万(仅供参考) ,详情",普通住宅,2017-08-29,2015-04-15,暂无数据,砖混结构,2008年建/板楼,商品房,集中供暖,其他,高楼层 (共6层),板楼,一梯四户
永乐佳园,"市北,福安",2室2厅1厨1卫,365,3.7196,98.13平米,88.17㎡,70年,南 北,满五年,"首付110万 ,税费,13.8,万(仅供参考) ,详情",普通住宅,2017-06-22,2008-05-04,暂无数据,钢混结构,2004年建/板楼,商品房,集中供暖,精装,高楼层 (共6层),板楼,一梯两户
天泰馥香谷一期,"崂山,雕塑园",3室2厅1厨2卫,490,3.7184,131.78平米,120.13㎡,50年,南 北,满五年,"首付147万 ,税费,13.8,万(仅供参考) ,详情",普通住宅,2017-08-25,2001-08-20,暂无数据,钢混结构,2001年建/板楼,商品房,集中供暖,其他,低楼层 (共5层),板楼,一梯两户
澳门花园,"崂山,雕塑园",2室2厅1厨1卫,385,3.7095,103.79平米,88.47㎡,50年,南,满五年,"首付116万 ,税费,13.8,万(仅供参考) ,详情",普通住宅,2017-07-26,2006-04-21,有,钢混结构,2003年建/板楼,商品房,集中供暖,其他,低楼层 (共6层),板楼,一梯两户
颐灏海怡名都,"崂山,麦岛",3室2厅1厨2卫,589,3.7073,158.88平米,141.26㎡,50年,南 北,满五年,"首付177万 ,税费,13.8,万(仅供参考) ,详情",普通住宅,2017-03-19,2009-09-28,有,钢混结构,2006年建/板楼,商品房,集中供暖,精装,低楼层 (共9层),板楼,一梯两户
鲁信长春花园,"崂山,颐中体育场",3室2厅1厨2卫,520,3.7064,140.3平米,119.13㎡,50年,南 北,满五年,"首付156万 ,税费,13.8,万(仅供参考) ,详情",普通住宅,2017-08-04,2011-03-11,有,钢混结构,2006年建/板楼,商品房,集中供暖,其他,中楼层 (共11层),板楼,一梯三户
金领世家,"崂山,崂山CBD",3室2厅1厨2卫,528,3.7058,142.48平米,114.85㎡,50年,南 北,满五年,"首付159万 ,税费,13.8,万(仅供参考) ,详情",普通住宅,2016-10-09,2007-11-01,有,钢混结构,2009年建/板楼,商品房,集中供暖,精装,低楼层 (共20层),板楼,两梯两户
山水名园二期,"崂山,石老人",4室2厅1厨3卫,895,3.7056,241.53平米,206.86㎡,50年,南 北,满五年,"首付269万 ,税费,13.8,万(仅供参考) ,详情",普通住宅,2017-10-11,2009-05-12,有,钢混结构,2009年建/板楼,商品房,集中供暖,其他,高楼层 (共15层),板楼,一梯两户
山水名园一期,"崂山,石老人",3室2厅1厨2卫,480,3.7043,129.58平米,113.02㎡,50年,南 北,满五年,"首付144万 ,税费,13.8,万(仅供参考) ,详情",普通住宅,2017-09-08,2008-08-05,暂无数据,钢混结构,2005年建/板楼,商品房,集中供暖,其他,中楼层 (共4层),板楼,一梯两户
香港置地,"市南,辛家庄",2室2厅1厨2卫,400,3.7038,108平米,暂无数据,70年,南,满两年,"首付120万 ,税费,13.8,万(仅供参考) ,详情",普通住宅,2017-03-15,2015-04-15,暂无数据,钢混结构,2010年建/板楼,商品房,集中供暖,其他,低楼层 (共29层),板楼,一梯四户
裕龙公寓,"崂山,雕塑园",3室2厅1厨1卫,540,3.7022,145.86平米,133.71㎡,50年,南 北,满五年,"首付162万 ,税费,13.8,万(仅供参考) ,详情",普通住宅,2017-10-02,2007-08-02,暂无数据,未知结构,2000年建/板楼,商品房,自供暖,其他,中楼层 (共6层),板楼,一梯两户
绿城理想之城-蓝庭C区,"李沧,绿城",2室2厅1厨1卫,420,3.6963,113.63平米,98㎡,70年,南 北,满五年,"首付126万 ,税费,13.8,万(仅供参考) ,详情",普通住宅,2017-07-14,2011-01-14,暂无数据,钢混结构,2009年建/板楼,商品房,集中供暖,其他,低楼层 (共4层),板楼,一梯两户
鲁信长春花园,"崂山,颐中体育场",3室2厅1厨2卫,508,3.6938,137.53平米,116.84㎡,50年,南,满五年,"首付153万 ,税费,13.8,万(仅供参考) ,详情",普通住宅,2017-09-11,2012-02-24,有,钢混结构,2006年建/板楼,商品房,集中供暖,精装,高楼层 (共11层),板楼,一梯两户
金口三路,"市南,文登路",2室0厅1厨0卫,188,3.6907,50.94平米,南 北,,其他,满五年,"首付57万 ,税费,13.8,万(仅供参考) ,详情",别墅,2017-09-22,2005-09-01,,联排,1949年建,商品房,,集中供暖,低楼层 (共1层),砖混结构,70年
中海银海一号,"市南,天山银海",3室2厅1厨2卫,590,3.6901,159.89平米,132.63㎡,70年,南 北,满五年,"首付177万 ,税费,13.8,万(仅供参考) ,详情",普通住宅,2017-09-28,2011-10-28,有,钢混结构,2010年建/板楼,商品房,集中供暖,其他,中楼层 (共25层),板楼,两梯四户
仰口路,"市南,湛山",2室0厅1厨1卫,198,3.6893,53.67平米,47.34㎡,70年,南 北,满五年,"首付60万 ,税费,13.8,万(仅供参考) ,详情",普通住宅,2016-11-09,1990-01-01,暂无数据,砖混结构,1989年建/板楼,商品房,集中供暖,其他,高楼层 (共7层),板楼,一梯三户
麒麟山庄,"崂山,沙子口",4室3厅1厨2卫,478,3.6889,129.58平米,112.13㎡,50年,南 北,满两年,"首付144万 ,税费,13.8,万(仅供参考) ,详情",普通住宅,2017-09-09,2015-07-02,暂无数据,钢混结构,2005年建/板楼,商品房,集中供暖,精装,高楼层 (共4层),板楼,一梯两户
华严支路,"市南,湛山",3室1厅1厨1卫,299,3.6887,81.06平米,75.45㎡,70年,南 北,满两年,"首付90万 ,税费,13.8,万(仅供参考) ,详情",普通住宅,2017-05-13,2014-10-16,暂无数据,砖混结构,1986年建/板楼,商品房,集中供暖,简装,高楼层 (共7层),板楼,一梯三户
千禧龙苑二期,"崂山,石老人",2室1厅1厨1卫,288,3.6829,78.2平米,62.14㎡,50年,南,满五年,"首付87万 ,税费,13.8,万(仅供参考) ,详情",普通住宅,2017-10-01,2010-10-13,有,钢混结构,2010年建/板楼,商品房,集中供暖,精装,低楼层 (共26层),板楼,三梯五户
天林山庄,"崂山,雕塑园",2室2厅1厨1卫,420,3.6807,114.11平米,暂无数据,50年,南 北,满五年,"首付126万 ,税费,13.8,万(仅供参考) ,详情",普通住宅,2017-08-25,2004-05-20,暂无数据,钢混结构,2000年建/板楼,商品房,集中供暖,其他,中楼层 (共5层),板楼,一梯两户
远洋风景,"崂山,颐中体育场",3室2厅1厨2卫,620,3.6794,168.51平米,133.95㎡,70年,南 北,满两年,"首付186万 ,税费,13.8,万(仅供参考) ,详情",普通住宅,2017-09-01,2013-11-20,有,钢混结构,2013年建/板楼,商品房,集中供暖,精装,中楼层 (共27层),板楼,两梯两户
山水名园二期,"崂山,石老人",2室2厅1厨2卫,470,3.6716,128.01平米,109.73㎡,50年,南,满五年,"首付141万 ,税费,13.8,万(仅供参考) ,详情",普通住宅,2017-08-19,2009-07-01,有,钢混结构,2009年建/板楼,商品房,集中供暖,精装,低楼层 (共16层),板楼,一梯三户
梅海园,"崂山,雕塑园",2室2厅1厨2卫,370,3.6696,100.83平米,90.96㎡,50年,南 北,满五年,"首付111万 ,税费,13.8,万(仅供参考) ,详情",普通住宅,2015-08-27,2011-03-22,暂无数据,钢混结构,2002年建/板楼,商品房,集中供暖,简装,中楼层 (共5层),板楼,一梯两户
优山美地,"市南,天山银海",3室2厅1厨1卫,395,3.6656,107.76平米,88.63㎡,70年,南,满五年,"首付119万 ,税费,13.8,万(仅供参考) ,详情",普通住宅,2017-10-11,2008-12-11,有,钢混结构,2008年建/板楼,商品房,集中供暖,简装,中楼层 (共18层),板楼,两梯四户
中海银海一号,"市南,天山银海",2室2厅1厨1卫,380,3.6652,103.68平米,86.3㎡,70年,南,满五年,"首付114万 ,税费,13.8,万(仅供参考) ,详情",普通住宅,2017-08-29,2011-11-21,有,钢混结构,2010年建/板楼,商品房,集中供暖,其他,中楼层 (共22层),板楼,两梯三户
海尔东城国际北区,"崂山,颐中体育场",3室2厅1厨1卫,375,3.6625,102.39平米,85.08㎡,70年,南 西,满五年,"首付113万 ,税费,13.8,万(仅供参考) ,详情",普通住宅,2017-08-15,2010-01-29,有,钢混结构,2008年建/板塔结合,商品房,集中供暖,精装,高楼层 (共11层),板塔结合,一梯四户
鲁信长春花园,"崂山,颐中体育场",2室2厅1厨1卫,420,3.6522,115平米,99.06㎡,50年,南 北,满五年,"首付126万 ,税费,13.8,万(仅供参考) ,详情",普通住宅,2017-10-20,2012-10-17,有,钢混结构,2006年建/板楼,商品房,集中供暖,其他,高楼层 (共6层),板楼,一梯两户
山水名园二期,"崂山,石老人",3室2厅1厨2卫,560,3.6514,153.37平米,138.72㎡,50年,南 北,满五年,"首付168万 ,税费,13.8,万(仅供参考) ,详情",普通住宅,2017-09-02,2006-11-06,暂无数据,钢混结构,2009年建/板楼,商品房,集中供暖,其他,中楼层 (共4层),板楼,一梯两户
中海银海一号,"市南,天山银海",2室2厅1厨1卫,350,3.6482,95.94平米,暂无数据,70年,南,满五年,"首付105万 ,税费,13.8,万(仅供参考) ,详情",普通住宅,2017-02-27,2012-05-17,有,钢混结构,2010年建/板楼,商品房,集中供暖,精装,低楼层 (共23层),板楼,两梯三户
山水名园三期,"崂山,石老人",3室2厅1厨2卫,550,3.648,150.77平米,122.83㎡,50年,南 北,满两年,"首付165万 ,税费,13.8,万(仅供参考) ,详情",普通住宅,2017-07-24,2014-05-09,有,钢混结构,2010年建/板楼,商品房,集中供暖,其他,低楼层 (共13层),板楼,一梯两户
麒麟山庄,"崂山,沙子口",2室2厅1厨2卫,410,3.6422,112.57平米,96.87㎡,50年,南 北,满五年,"首付123万 ,税费,13.8,万(仅供参考) ,详情",普通住宅,2017-09-13,2006-12-28,暂无数据,钢混结构,2005年建/板楼,已购公房,自供暖,毛坯,高楼层 (共4层),板楼,一梯两户
桃源山色,"崂山,汽车东站",1室1厅1厨1卫,223,3.6385,61.29平米,51.46㎡,50年,南,满五年,"首付67万 ,税费,13.8,万(仅供参考) ,详情",普通住宅,2016-08-25,2012-06-14,有,钢混结构,2011年建/板楼,商品房,集中供暖,其他,高楼层 (共11层),板楼,一梯三户
弘信花园,"市南,麦岛",2室2厅1厨1卫,430,3.6376,118.21平米,暂无数据,50年,南,满五年,"首付129万 ,税费,13.8,万(仅供参考) ,详情",普通住宅,2016-04-23,2009-05-06,有,钢混结构,2005年建/板楼,商品房,集中供暖,精装,低楼层 (共11层),板楼,一梯三户
四季景园,"市北,合肥路佳世客",4室2厅1厨2卫,395,3.6376,108.59平米,95.86㎡,70年,南 北,满五年,"首付119万 ,税费,13.8,万(仅供参考) ,详情",普通住宅,2017-08-03,2008-01-10,暂无数据,钢混结构,2006年建/板楼,商品房,集中供暖,精装,高楼层 (共6层),板楼,一梯两户
亚麦山庄,"崂山,雕塑园",3室2厅1厨2卫,482,3.6334,132.66平米,122.36㎡,50年,南 北,满五年,"首付145万 ,税费,13.8,万(仅供参考) ,详情",普通住宅,2017-04-20,2008-10-28,暂无数据,钢混结构,2002年建/板楼,商品房,集中供暖,其他,低楼层 (共5层),板楼,一梯两户
凯旋山庄,"崂山,雕塑园",4室2厅1厨2卫,640,3.6306,176.28平米,1㎡,50年,南,满五年,"首付192万 ,税费,13.8,万(仅供参考) ,详情",普通住宅,2017-05-18,2010-02-10,暂无数据,钢混结构,2001年建/板楼,商品房,集中供暖,其他,中楼层 (共6层),板楼,一梯一户
溪谷美寓一期,"崂山,汽车东站",3室2厅1厨1卫,335,3.6256,92.4平米,82.31㎡,50年,南 北,满五年,"首付101万 ,税费,13.8,万(仅供参考) ,详情",普通住宅,2017-04-21,2011-12-12,暂无数据,钢混结构,2009年建/板楼,商品房,集中供暖,简装,中楼层 (共6层),板楼,一梯两户
吴县二路散盘,"市南,大学路",1室1厅1厨1卫,145,3.625,40平米,暂无数据,70年,南 北,满五年,"首付44万 ,税费,13.8,万(仅供参考) ,详情",普通住宅,2017-04-23,2008-01-03,暂无数据,砖混结构,1985年建/板楼,商品房,集中供暖,简装,中楼层 (共4层),板楼,一梯六户
鲁信长春花园,"崂山,颐中体育场",3室2厅1厨2卫,520,3.625,143.45平米,119.56㎡,50年,南 北,满两年,"首付156万 ,税费,13.8,万(仅供参考) ,详情",普通住宅,2017-07-20,2014-10-09,有,钢混结构,2006年建/板楼,商品房,集中供暖,其他,中楼层 (共11层),板楼,一梯两户
恒易慧心园,"崂山,颐中体育场",3室2厅1厨1卫,438,3.6199,121平米,95.16㎡,70年,南 北,满两年,"首付132万 ,税费,13.8,万(仅供参考) ,详情",普通住宅,2017-06-10,2014-12-12,有,钢混结构,2011年建/板楼,商品房,集中供暖,其他,低楼层 (共20层),板楼,一梯两户
亚麦花园,"崂山,雕塑园",1室1厅1厨1卫,180,3.6174,49.76平米,45.35㎡,70年,南 北,满五年,"首付54万 ,税费,13.8,万(仅供参考) ,详情",普通住宅,2017-10-12,2011-11-01,暂无数据,钢混结构,未知年建/板楼,商品房,集中供暖,其他,高楼层 (共6层),板楼,一梯两户
亚麦花园,"崂山,雕塑园",1室1厅1厨1卫,180,3.6174,49.76平米,45.35㎡,70年,南 北,满五年,"首付54万 ,税费,13.8,万(仅供参考) ,详情",普通住宅,2017-10-12,2011-11-01,暂无数据,钢混结构,未知年建/板楼,商品房,集中供暖,其他,高楼层 (共6层),板楼,一梯两户
阳光山色,"市北,合肥路佳世客",2室2厅1厨1卫,310,3.6148,85.76平米,75.13㎡,70年,南 北,满两年,"首付93万 ,税费,13.8,万(仅供参考) ,详情",普通住宅,2017-08-25,2014-09-22,暂无数据,钢混结构,2006年建/板楼,商品房,集中供暖,其他,低楼层 (共5层),板楼,一梯两户
伏龙路,"市南,大学路",2室1厅1厨1卫,198,3.6125,54.81平米,46.1㎡,70年,南,满五年,"首付60万 ,税费,13.8,万(仅供参考) ,详情",普通住宅,2017-03-11,2010-08-04,暂无数据,砖混结构,1980年建/板楼,商品房,集中供暖,其他,低楼层 (共1层),板楼,一梯十八户
丽海花园一期,"崂山,崂山CBD",2室1厅1厨1卫,260,3.6097,72.03平米,63㎡,50年,南 北,满五年,"首付78万 ,税费,13.8,万(仅供参考) ,详情",普通住宅,2017-09-13,2006-10-24,暂无数据,砖混结构,2002年建/板楼,商品房,集中供暖,其他,中楼层 (共6层),板楼,一梯两户
慧博园,"市南,中央CBD",2室2厅1厨1卫,370,3.6095,102.51平米,87.77㎡,70年,南 北,满五年,"首付111万 ,税费,13.8,万(仅供参考) ,详情",普通住宅,2017-08-09,2007-04-05,有,钢混结构,2006年建/板楼,商品房,集中供暖,其他,中楼层 (共8层),板楼,一梯两户
金海湾,"崂山,雕塑园",2室2厅1厨1卫,429,3.6012,119.13平米,109.3㎡,50年,南 北,满五年,"首付129万 ,税费,13.8,万(仅供参考) ,详情",普通住宅,2017-10-05,2009-08-11,暂无数据,砖混结构,1998年建/板楼,商品房,集中供暖,精装,中楼层 (共4层),板楼,一梯两户
金帝山庄,"崂山,雕塑园",2室2厅1厨2卫,450,3.6009,124.97平米,113.99㎡,50年,南,满两年,"首付135万 ,税费,13.8,万(仅供参考) ,详情",普通住宅,2017-07-17,2015-08-01,暂无数据,钢混结构,2002年建/板楼,商品房,自供暖,其他,中楼层 (共4层),板楼,一梯两户
鲁信长春花园,"崂山,颐中体育场",3室2厅1厨2卫,540,3.6,150平米,130.53㎡,50年,南 北,满五年,"首付162万 ,税费,13.8,万(仅供参考) ,详情",普通住宅,2017-08-04,2010-08-12,有,钢混结构,2006年建/板楼,商品房,集中供暖,其他,中楼层 (共8层),板楼,一梯两户
盐城路,"市南,湛山",3室1厅1厨1卫,351,3.5967,97.59平米,97㎡,70年,南,满五年,"首付106万 ,税费,13.8,万(仅供参考) ,详情",普通住宅,2017-09-28,2005-09-05,暂无数据,砖混结构,1995年建/板楼,商品房,集中供暖,精装,低楼层 (共6层),板楼,一梯四户
鲁信长春花园,"崂山,颐中体育场",3室2厅1厨2卫,550,3.5948,153平米,132.26㎡,50年,南 北,满五年,"首付165万 ,税费,13.8,万(仅供参考) ,详情",普通住宅,2017-07-17,2009-09-21,有,钢混结构,2006年建/板楼,商品房,集中供暖,其他,中楼层 (共5层),板楼,一梯两户
慧博园,"市南,中央CBD",2室1厅1厨1卫,345,3.5938,96平米,85㎡,70年,南,满五年,"首付104万 ,税费,13.8,万(仅供参考) ,详情",普通住宅,2017-09-21,2006-09-06,暂无数据,钢混结构,2006年建/板楼,商品房,集中供暖,其他,低楼层 (共6层),板楼,一梯两户
文园花园,"崂山,石老人",3室2厅1厨2卫,485,3.5905,135.08平米,115.01㎡,50年,南 北,满两年,"首付146万 ,税费,13.8,万(仅供参考) ,详情",普通住宅,2017-07-05,2013-06-15,有,钢混结构,2009年建/板楼,商品房,集中供暖,其他,中楼层 (共6层),板楼,一梯两户
桃源山色,"崂山,汽车东站",1室1厅1厨1卫,220,3.5895,61.29平米,暂无数据,50年,南,满五年,"首付66万 ,税费,13.8,万(仅供参考) ,详情",普通住宅,2017-08-19,2012-07-19,有,钢混结构,2011年建/板楼,商品房,集中供暖,其他,高楼层 (共11层),板楼,一梯三户
弘信花园,"市南,麦岛",3室2厅1厨2卫,560,3.5877,156.09平米,130㎡,50年,南 北,满五年,"首付168万 ,税费,13.8,万(仅供参考) ,详情",普通住宅,2017-08-18,2010-12-21,有,钢混结构,2005年建/板楼,商品房,集中供暖,精装,高楼层 (共19层),板楼,两梯三户
绿城理想之城-御园D区,"李沧,绿城",3室2厅1厨2卫,508,3.5871,141.62平米,121.08㎡,70年,南 北,满两年,"首付153万 ,税费,13.8,万(仅供参考) ,详情",普通住宅,2017-09-28,2013-09-14,暂无数据,钢混结构,2012年建/板楼,商品房,集中供暖,其他,中楼层 (共5层),板楼,一梯一户
金帝山庄,"崂山,雕塑园",4室2厅1厨2卫,650,3.5821,181.46平米,160.83㎡,50年,南 北,满五年,"首付195万 ,税费,13.8,万(仅供参考) ,详情",普通住宅,2017-08-04,2004-08-04,暂无数据,钢混结构,2002年建/板楼,商品房,自供暖,其他,低楼层 (共3层),板楼,一梯两户
鲁信长春花园,"崂山,颐中体育场",5室2厅1厨3卫,880,3.576,246.09平米,暂无数据,50年,南 北,满五年,"首付264万 ,税费,13.8,万(仅供参考) ,详情",普通住宅,2016-09-17,2010-03-30,有,钢混结构,2006年建/板楼,商品房,集中供暖,精装,中楼层 (共4层),板楼,一梯一户
海尔东城国际北区,"崂山,颐中体育场",2室2厅1厨1卫,325,3.5742,90.93平米,73.62㎡,70年,南 北,满五年,"首付98万 ,税费,13.8,万(仅供参考) ,详情",普通住宅,2017-07-25,2011-06-14,有,钢混结构,2008年建/板塔结合,商品房,集中供暖,精装,中楼层 (共22层),板塔结合,两梯三户
东海一路,"市南,湛山",2室1厅1厨1卫,290,3.5732,81.16平米,75.54㎡,70年,南 西 北,满五年,"首付87万 ,税费,13.8,万(仅供参考) ,详情",普通住宅,2017-08-26,2003-07-22,暂无数据,砖混结构,1996年建/板楼,商品房,集中供暖,简装,中楼层 (共7层),板楼,一梯三户
鲁信长春花园,"崂山,颐中体育场",3室2厅1厨2卫,577,3.5728,161.5平米,143㎡,50年,南 北,满五年,"首付174万 ,税费,13.8,万(仅供参考) ,详情",普通住宅,2017-09-12,2009-09-24,有,钢混结构,2006年建/板楼,商品房,集中供暖,其他,低楼层 (共9层),板楼,一梯两户
天泰馥香谷一期,"崂山,雕塑园",4室2厅1厨2卫,826,3.5719,231.25平米,210.8㎡,50年,南 北,满两年,"首付248万 ,税费,13.8,万(仅供参考) ,详情",普通住宅,2017-03-08,2014-08-22,暂无数据,钢混结构,2001年建/板楼,商品房,集中供暖,其他,高楼层 (共5层),板楼,一梯两户
江苏路,"市南,大学路",3室1厅1厨1卫,360,3.5701,100.84平米,暂无数据,70年,南 北,满两年,"首付108万 ,税费,13.8,万(仅供参考) ,详情",普通住宅,2016-12-29,2015-02-05,暂无数据,砖混结构,1995年建/板楼,商品房,集中供暖,其他,高楼层 (共6层),板楼,一梯三户
青建尚东区,"崂山,汽车东站",2室2厅1厨1卫,336,3.5692,94.14平米,75.55㎡,70年,南 北,满两年,"首付101万 ,税费,13.8,万(仅供参考) ,详情",普通住宅,2017-06-08,2015-05-28,有,钢混结构,2009年建/板楼,商品房,集中供暖,其他,高楼层 (共21层),板楼,一梯三户
瑞纳花园,"崂山,石老人",2室1厅1厨1卫,350,3.5686,98.08平米,88.56㎡,50年,南 北,满五年,"首付105万 ,税费,13.8,万(仅供参考) ,详情",普通住宅,2017-10-12,2010-10-09,暂无数据,钢混结构,2000年建/板楼,商品房,集中供暖,其他,低楼层 (共6层),板楼,一梯两户
金领世家,"崂山,崂山CBD",3室2厅1厨1卫,470,3.5642,131.87平米,106.85㎡,50年,南 北,满两年,"首付141万 ,税费,13.8,万(仅供参考) ,详情",普通住宅,2017-09-02,2014-01-03,有,钢混结构,2009年建/板楼,商品房,集中供暖,精装,中楼层 (共20层),板楼,两梯四户
鲁信长春花园,"崂山,颐中体育场",3室2厅1厨2卫,580,3.5616,162.85平米,暂无数据,50年,南,满五年,"首付174万 ,税费,13.8,万(仅供参考) ,详情",普通住宅,2016-11-05,2009-11-17,有,钢混结构,2006年建/板楼,商品房,集中供暖,精装,高楼层 (共9层),板楼,一梯两户
万科城多伦多街区,"市北,新都心",3室2厅1厨1卫,315,3.5606,88.47平米,68.12㎡,70年,南 北,满两年,"首付95万 ,税费,13.8,万(仅供参考) ,详情",普通住宅,2017-09-27,2014-04-15,有,钢混结构,2012年建/板楼,商品房,集中供暖,其他,中楼层 (共31层),板楼,两梯四户
华严支路,"市南,湛山",3室0厅1厨1卫,310,3.5592,87.1平米,暂无数据,70年,南 北,满五年,"首付93万 ,税费,13.8,万(仅供参考) ,详情",普通住宅,2017-05-20,1986-03-18,暂无数据,砖混结构,1986年建/板楼,商品房,集中供暖,简装,低楼层 (共7层),板楼,一梯四户
丽都国际（枫苑）二期,"崂山,雕塑园",4室1厅1厨2卫,660,3.5586,185.47平米,159.68㎡,50年,南,满五年,"首付198万 ,税费,13.8,万(仅供参考) ,详情",普通住宅,2017-06-01,2010-01-29,有,钢混结构,2005年建/板楼,商品房,集中供暖,其他,低楼层 (共6层),板楼,一梯两户
