hold_year,supply_heating,price_per_area,property_year,sell_time,house_direction,latest_trade,house_used,area,elevator,building_structure,valid_area,price,payandtax,buildtime,trade_property,address,house_type,name,fitment,floor,building_type,household_num
满五年,集中供暖,33001,50年,2017-07-12,南 北,2002-11-25,普通住宅,75.15平米,暂无数据,砖混结构,67.81㎡,248,"首付75万 ,税费,13.8,万(仅供参考) ,详情",2000年建/板楼,商品房,"市北,福安",4室2厅1厨1卫,芙蓉花园,其他,高楼层 (共6层),板楼,一梯两户
满五年,集中供暖,28468,70年,2017-09-19,南 北,2009-11-23,普通住宅,96.6平米,暂无数据,砖混结构,85.25㎡,275,"首付83万 ,税费,13.8,万(仅供参考) ,详情",2000年建/板楼,商品房,"市北,同安路",3室2厅1厨1卫,浮山后四小区,其他,中楼层 (共7层),板楼,一梯两户
满五年,集中供暖,29906,70年,2017-03-09,南,2007-06-14,普通住宅,54.17平米,暂无数据,砖混结构,暂无数据,162,"首付49万 ,税费,13.8,万(仅供参考) ,详情",1986年建/板楼,已购公房,"市南,辛家庄",2室1厅1厨1卫,辛家庄二小区（南平路）,简装,中楼层 (共7层),板楼,一梯四户
满两年,集中供暖,22377,70年,2017-07-09,南 北,2014-05-14,普通住宅,84.91平米,有,钢混结构,62.18㎡,190,"首付57万 ,税费,13.8,万(仅供参考) ,详情",2013年建/板楼,商品房,"李沧,李沧万达",2室2厅1厨1卫,万达中央公馆,其他,低楼层 (共28层),板楼,两梯四户
满五年,集中供暖,14750,70年,2017-09-20,南 北,2010-10-12,普通住宅,121.36平米,暂无数据,砖混结构,107.25㎡,179,"首付54万 ,税费,13.8,万(仅供参考) ,详情",2003年建/板楼,已购公房,"黄岛,香江路",3室2厅1厨2卫,师苑,其他,中楼层 (共5层),板楼,一梯两户
满两年,集中供暖,48281,50年,2016-12-08,南 北,2013-11-18,普通住宅,136.7平米,有,钢混结构,暂无数据,660,"首付198万 ,税费,13.8,万(仅供参考) ,详情",2012年建/板楼,商品房,"崂山,麦岛",2室2厅1厨2卫,海信天玺,其他,低楼层 (共43层),板楼,三梯三户
满五年,集中供暖,25012,70年,2017-09-06,南 北,2011-09-08,普通住宅,89.96平米,有,钢混结构,69.5㎡,225,"首付68万 ,税费,13.8,万(仅供参考) ,详情",2010年建/板楼,商品房,"市北,大沙路",3室2厅1厨1卫,保利百合花园,其他,高楼层 (共32层),板楼,一梯两户
满两年,集中供暖,29089,70年,2017-07-30,南 北,2015-09-15,普通住宅,91.1平米,有,钢混结构,74.27㎡,265,"首付80万 ,税费,13.8,万(仅供参考) ,详情",2011年建/板楼,商品房,"市北,新都心",2室2厅1厨1卫,万科城阿姆斯特丹街区,其他,中楼层 (共16层),板楼,两梯四户
满五年,集中供暖,30862,70年,2017-09-11,南,2002-09-10,普通住宅,118.27平米,有,钢混结构,94.15㎡,365,"首付110万 ,税费,13.8,万(仅供参考) ,详情",2001年建/板楼,商品房,"市南,新贵都",3室2厅1厨2卫,新贵都二期,其他,中楼层 (共13层),板楼,两梯四户
满五年,集中供暖,20594,70年,2017-08-02,南 北,2007-12-16,普通住宅,58.27平米,暂无数据,钢混结构,51.9㎡,120,"首付36万 ,税费,13.8,万(仅供参考) ,详情",1993年建/板楼,商品房,"市北,四方实验小区",2室1厅1厨1卫,实验小区,其他,低楼层 (共8层),板楼,一梯两户
满两年,集中供暖,21533,70年,2017-07-13,南,2013-11-22,普通住宅,78.02平米,有,钢混结构,60.07㎡,168,"首付51万 ,税费,13.8,万(仅供参考) ,详情",2012年建/板楼,商品房,"李沧,下王埠",2室2厅1厨1卫,伟东幸福之城二期,其他,中楼层 (共18层),板楼,两梯三户
满五年,集中供暖,8804,70年,2017-08-06,南 北,2010-09-15,普通住宅,99.96平米,暂无数据,钢混结构,87.23㎡,88,"首付27万 ,税费,13.8,万(仅供参考) ,详情",2009年建/板楼,商品房,"黄岛,辛安",3室1厅1厨1卫,天智苑,其他,中楼层 (共7层),板楼,一梯两户
满两年,集中供暖,17136,70年,2017-07-07,南 北,2015-07-10,普通住宅,81.7平米,有,钢混结构,64.19㎡,140,"首付42万 ,税费,13.8,万(仅供参考) ,详情",2012年建/板楼,商品房,"城阳,十梅庵",2室2厅1厨1卫,天泰城 美立方,精装,中楼层 (共10层),板楼,一梯两户
满两年,集中供暖,31623,70年,2017-08-20,南 西 北,2013-09-06,普通住宅,125.86平米,有,钢混结构,97.31㎡,398,"首付120万 ,税费,13.8,万(仅供参考) ,详情",2013年建/板塔结合,商品房,"市北,新都心",3室2厅1厨2卫,海信淮安郡,其他,高楼层 (共12层),板塔结合,两梯三户
满五年,集中供暖,37184,50年,2017-08-25,南 北,2001-08-20,普通住宅,131.78平米,暂无数据,钢混结构,120.13㎡,490,"首付147万 ,税费,13.8,万(仅供参考) ,详情",2001年建/板楼,商品房,"崂山,雕塑园",3室2厅1厨2卫,天泰馥香谷一期,其他,低楼层 (共5层),板楼,一梯两户
满两年,集中供暖,13828,70年,2017-08-13,南,2015-08-24,普通住宅,65.81平米,有,钢混结构,48.58㎡,91,"首付28万 ,税费,13.8,万(仅供参考) ,详情",2015年建/板楼,商品房,"黄岛,保税区",2室1厅1厨1卫,秀兰禧悦山,其他,低楼层 (共33层),板楼,两梯四户
满两年,集中供暖,21488,70年,2017-08-23,南 北,2014-10-17,普通住宅,104.71平米,有,钢混结构,暂无数据,225,"首付68万 ,税费,13.8,万(仅供参考) ,详情",2013年建/板楼,商品房,"黄岛,东方影都",3室2厅1厨1卫,世茂诺沙湾,其他,高楼层 (共8层),板楼,一梯两户
满两年,集中供暖,22007,70年,2017-07-26,南,2014-06-06,普通住宅,86.34平米,有,钢混结构,暂无数据,190,"首付57万 ,税费,13.8,万(仅供参考) ,详情",2013年建/板楼,商品房,"李沧,世园会",2室2厅1厨2卫,万科生态城澜庭,其他,低楼层 (共18层),板楼,两梯四户
满五年,集中供暖,19159,70年,2017-08-13,南,2009-04-23,普通住宅,82.99平米,暂无数据,砖混结构,74.09㎡,159,"首付48万 ,税费,13.8,万(仅供参考) ,详情",1998年建/板楼,商品房,"李沧,书院路",3室1厅1厨1卫,建安小区,其他,高楼层 (共6层),板楼,一梯两户
满五年,集中供暖,25727,70年,2017-09-16,南,2004-01-06,普通住宅,83.57平米,暂无数据,砖混结构,73.57㎡,215,"首付65万 ,税费,13.8,万(仅供参考) ,详情",2003年建/板楼,商品房,"市北,福州北路",2室1厅1厨1卫,洪山坡小区（桦川二路）,其他,中楼层 (共7层),板楼,一梯两户
满两年,集中供暖,19810,70年,2017-09-17,南 北,2013-12-09,普通住宅,95.41平米,有,钢混结构,72.84㎡,189,"首付57万 ,税费,13.8,万(仅供参考) ,详情",2009年建/板塔结合,商品房,"黄岛,香江路",3室1厅1厨1卫,绿岛印象,其他,中楼层 (共33层),板塔结合,两梯四户
满两年,集中供暖,20128,70年,2017-09-18,南,2013-10-22,普通住宅,106.82平米,有,钢混结构,暂无数据,215,"首付65万 ,税费,13.8,万(仅供参考) ,详情",2012年建/板楼,商品房,"李沧,绿城",3室1厅1厨1卫,山河城C区,其他,低楼层 (共18层),板楼,两梯三户
满五年,集中供暖,35239,50年,2015-08-30,南 北,2010-11-22,普通住宅,147平米,暂无数据,钢混结构,暂无数据,518,"首付156万 ,税费,13.8,万(仅供参考) ,详情",2009年建/板楼,商品房,"崂山,石老人",3室2厅1厨2卫,山水名园二期,精装,中楼层 (共4层),板楼,一梯两户
满五年,集中供暖,20944,70年,2017-07-04,南 北,2010-07-27,普通住宅,88.81平米,有,钢混结构,暂无数据,186,"首付56万 ,税费,13.8,万(仅供参考) ,详情",2012年建/板楼,商品房,"李沧,下王埠",2室1厅1厨1卫,伟东幸福之城二期,其他,中楼层 (共18层),板楼,两梯三户
满五年,集中供暖,13335,70年,2017-07-01,南,2006-11-30,普通住宅,108.74平米,有,钢混结构,93㎡,145,"首付44万 ,税费,13.8,万(仅供参考) ,详情",2005年建/板楼,商品房,"城阳,十梅庵",2室2厅1厨1卫,天泰汉城区,其他,低楼层 (共17层),板楼,两梯四户
满两年,集中供暖,20000,70年,2017-04-08,南 北,2013-08-20,普通住宅,97.5平米,有,钢混结构,79.09㎡,195,"首付59万 ,税费,13.8,万(仅供参考) ,详情",2011年建/板楼,商品房,"李沧,书院路",2室2厅1厨1卫,宝龙城市广场,其他,低楼层 (共18层),板楼,两梯五户
满五年,集中供暖,26572,70年,2017-09-08,南 北,2004-09-15,普通住宅,94.84平米,暂无数据,钢混结构,暂无数据,252,"首付76万 ,税费,13.8,万(仅供参考) ,详情",未知年建/板楼,商品房,"市北,台东",2室2厅1厨1卫,威海路步行街一期,精装,中楼层 (共6层),板楼,一梯三户
满两年,集中供暖,12814,70年,2017-08-28,南,2013-07-26,普通住宅,90.53平米,有,钢混结构,72.87㎡,116,"首付35万 ,税费,13.8,万(仅供参考) ,详情",2010年建/板楼,商品房,"城阳,瑞阳路",2室1厅1厨1卫,都霖馨苑,其他,低楼层 (共9层),板楼,一梯两户
满五年,集中供暖,19248,70年,2017-07-18,南,2011-07-08,普通住宅,89.88平米,有,钢混结构,暂无数据,173,"首付52万 ,税费,13.8,万(仅供参考) ,详情",2009年建/板楼,商品房,"李沧,下王埠",2室1厅1厨1卫,伟东幸福之城一期,其他,高楼层 (共18层),板楼,两梯三户
满五年,集中供暖,35031,50年,2017-04-27,南 北,2011-02-01,普通住宅,142.16平米,暂无数据,钢混结构,暂无数据,498,"首付150万 ,税费,13.8,万(仅供参考) ,详情",2001年建/板楼,商品房,"崂山,麦岛",4室1厅1厨2卫,锦园南区,其他,中楼层 (共5层),板楼,一梯两户
满两年,集中供暖,16986,50年,2017-06-17,南 北,2015-02-04,普通住宅,138.35平米,有,钢混结构,115.42㎡,235,"首付71万 ,税费,13.8,万(仅供参考) ,详情",2007年建/板楼,商品房,"城阳,城阳实验二小",3室2厅1厨2卫,汇豪景苑,其他,高楼层 (共15层),板楼,两梯两户
满两年,集中供暖,16054,70年,2017-09-15,南,2014-06-26,普通住宅,87.21平米,有,钢混结构,67.31㎡,140,"首付42万 ,税费,13.8,万(仅供参考) ,详情",2011年建/板楼,商品房,"城阳,家佳源",2室1厅1厨1卫,万科城市花园二期,其他,低楼层 (共18层),板楼,一梯两户
满五年,集中供暖,31073,50年,2017-08-13,南 北,2011-01-11,普通住宅,91.72平米,有,钢混结构,71.81㎡,285,"首付86万 ,税费,13.8,万(仅供参考) ,详情",2009年建/板楼,商品房,"崂山,汽车东站",2室1厅1厨1卫,康城,其他,高楼层 (共23层),板楼,两梯三户
满五年,集中供暖,12118,70年,2017-06-14,南 北,2012-02-29,普通住宅,93.25平米,有,钢混结构,73.03㎡,113,"首付34万 ,税费,13.8,万(仅供参考) ,详情",2010年建/板楼,商品房,"城阳,瑞阳路",2室1厅1厨1卫,都霖馨苑,其他,中楼层 (共15层),板楼,两梯五户
满五年,集中供暖,13811,50年,2017-06-18,南 北,2002-08-07,普通住宅,86.89平米,暂无数据,钢混结构,76.63㎡,120,"首付36万 ,税费,13.8,万(仅供参考) ,详情",2003年建/板楼,商品房,"黄岛,薛家岛",2室1厅1厨1卫,八一小区,其他,中楼层 (共8层),板楼,一梯两户
满五年,集中供暖,26651,70年,2017-08-16,东南,2006-11-10,普通住宅,58.16平米,暂无数据,砖混结构,51.55㎡,155,"首付47万 ,税费,13.8,万(仅供参考) ,详情",1992年建/板楼,已购公房,"市南,大尧",2室1厅1厨1卫,福林小区（宁夏路）,精装,低楼层 (共6层),板楼,一梯三户
满五年,集中供暖,27004,70年,2017-08-12,东 南 北,2009-12-07,普通住宅,102.95平米,暂无数据,钢混结构,90.63㎡,278,"首付84万 ,税费,13.8,万(仅供参考) ,详情",2003年建/板楼,商品房,"市北,合肥路佳世客",3室1厅1厨1卫,福岭嘉苑G区,精装,中楼层 (共6层),板楼,一梯两户
满两年,集中供暖,14267,70年,2017-09-25,南,2015-05-27,普通住宅,87.62平米,有,钢混结构,67.13㎡,125,"首付38万 ,税费,13.8,万(仅供参考) ,详情",2015年建/板楼,商品房,"城阳,流亭",2室2厅1厨1卫,中铁华胥美邦,其他,低楼层 (共17层),板楼,两梯四户
满五年,集中供暖,13166,50年,2017-03-16,南 北,2011-05-05,普通住宅,67.6平米,有,钢混结构,52.46㎡,89,"首付27万 ,税费,13.8,万(仅供参考) ,详情",2010年建/板楼,商品房,"黄岛,香江路",1室1厅1厨1卫,千禧银杏苑,简装,低楼层 (共16层),板楼,两梯四户
满五年,集中供暖,25549,70年,2017-07-20,南,2010-03-30,普通住宅,38.75平米,暂无数据,砖混结构,33.13㎡,99,"首付30万 ,税费,13.8,万(仅供参考) ,详情",1995年建/板楼,商品房,"市北,海泊河",1室1厅1厨1卫,敦化路（海泊区）,简装,低楼层 (共7层),板楼,一梯三户
满两年,集中供暖,32114,50年,2017-03-22,南 北,2013-04-08,普通住宅,120.82平米,暂无数据,钢混结构,暂无数据,388,"首付117万 ,税费,13.8,万(仅供参考) ,详情",2000年建/板楼,商品房,"崂山,西姜",3室2厅1厨2卫,华居公寓,精装,低楼层 (共4层),板楼,一梯两户
满五年,集中供暖,29887,70年,2017-06-09,南,2011-08-01,普通住宅,79.97平米,有,钢混结构,63.21㎡,239,"首付72万 ,税费,13.8,万(仅供参考) ,详情",2011年建/板楼,商品房,"市北,新都心",2室1厅1厨1卫,万科城东京街区,精装,高楼层 (共23层),板楼,两梯四户
满两年,集中供暖,28807,70年,2017-09-23,南,2014-11-25,普通住宅,48.6平米,暂无数据,砖混结构,43.34㎡,140,"首付42万 ,税费,13.8,万(仅供参考) ,详情",2000年建/板楼,商品房,"市南,大尧",2室0厅1厨1卫,逍遥花园,精装,中楼层 (共6层),板楼,一梯三户
满五年,集中供暖,25418,70年,2017-04-14,南,2007-04-16,普通住宅,77.9平米,暂无数据,砖混结构,暂无数据,198,"首付60万 ,税费,13.8,万(仅供参考) ,详情",2000年建/板楼,商品房,"市北,同安路",2室2厅1厨1卫,浮山后六小区,其他,高楼层 (共7层),板楼,一梯两户
满五年,集中供暖,28923,70年,2017-06-12,南 北,2012-10-12,普通住宅,82.29平米,暂无数据,砖混结构,74.49㎡,238,"首付72万 ,税费,13.8,万(仅供参考) ,详情",2001年建/板楼,商品房,"市北,海泊河",2室1厅1厨1卫,城市花园一期,精装,低楼层 (共7层),板楼,一梯两户
满五年,集中供暖,25990,70年,2017-09-24,南,2004-10-12,普通住宅,85.42平米,暂无数据,钢混结构,76.72㎡,222,"首付67万 ,税费,13.8,万(仅供参考) ,详情",2002年建/板楼,商品房,"市北,福州北路",2室2厅1厨1卫,福岭小区A区,其他,低楼层 (共6层),板楼,一梯两户
满五年,集中供暖,39447,50年,2017-08-31,东 南 北,2012-06-27,普通住宅,117.88平米,有,钢混结构,暂无数据,465,"首付140万 ,税费,13.8,万(仅供参考) ,详情",2011年建/板楼,商品房,"崂山,汽车东站",3室2厅1厨1卫,桃源山色,其他,中楼层 (共11层),板楼,一梯两户
满五年,集中供暖,37073,50年,2017-03-19,南 北,2009-09-28,普通住宅,158.88平米,有,钢混结构,141.26㎡,589,"首付177万 ,税费,13.8,万(仅供参考) ,详情",2006年建/板楼,商品房,"崂山,麦岛",3室2厅1厨2卫,颐灏海怡名都,精装,低楼层 (共9层),板楼,一梯两户
满五年,集中供暖,20163,70年,2017-08-27,南,2009-07-28,普通住宅,92.25平米,暂无数据,砖混结构,82.14㎡,186,"首付56万 ,税费,13.8,万(仅供参考) ,详情",2003年建/板楼,商品房,"市北,闫家山",2室2厅1厨1卫,幸福家园,其他,低楼层 (共6层),板楼,一梯两户
满五年,集中供暖,19077,70年,2017-09-06,南 北,2007-11-01,普通住宅,91.21平米,有,钢混结构,73.24㎡,174,"首付53万 ,税费,13.8,万(仅供参考) ,详情",2007年建/板楼,商品房,"李沧,下王埠",2室1厅1厨1卫,百通馨苑五区,精装,中楼层 (共14层),板楼,一梯两户
满五年,集中供暖,26240,70年,2017-08-02,南 西 北,2011-09-05,普通住宅,106.71平米,有,钢混结构,84.49㎡,280,"首付84万 ,税费,13.8,万(仅供参考) ,详情",2009年建/板楼,商品房,"市南,西镇",3室2厅1厨1卫,云南路小区,精装,中楼层 (共27层),板楼,两梯四户
满五年,集中供暖,22742,70年,2017-08-02,南 北,1991-01-01,普通住宅,48.37平米,暂无数据,钢混结构,43㎡,110,"首付33万 ,税费,13.8,万(仅供参考) ,详情",1999年建/板楼,商品房,"市南,田家花园",1室1厅1厨1卫,新昌路,简装,高楼层 (共7层),板楼,一梯两户
满五年,集中供暖,15424,70年,2017-05-15,南,2012-01-25,普通住宅,86.23平米,有,钢混结构,68.9㎡,133,"首付40万 ,税费,13.8,万(仅供参考) ,详情",2010年建/板楼,商品房,"李沧,东李",2室1厅1厨1卫,和达和城,其他,高楼层 (共23层),板楼,两梯五户
满五年,集中供暖,20239,70年,2017-08-29,南 北,2007-08-15,普通住宅,58.8平米,暂无数据,砖混结构,暂无数据,119,"首付36万 ,税费,13.8,万(仅供参考) ,详情",1995年建/板楼,商品房,"市北,闫家山",2室1厅1厨1卫,商城路,其他,中楼层 (共6层),板楼,一梯两户
满五年,,50944,,2013-01-13,其他,2009-07-31,别墅,265平米,,联排,南 北,1350,"首付405万 ,税费,13.8,万(仅供参考) ,详情",2009年建,商品房,"崂山,石老人",3室3厅1厨4卫,山水名园二期,集中供暖,低楼层 (共4层),钢混结构,50年
满五年,集中供暖,20342,70年,2017-06-08,南,2004-12-07,普通住宅,79.64平米,暂无数据,砖混结构,70.8㎡,162,"首付49万 ,税费,13.8,万(仅供参考) ,详情",2004年建/板楼,商品房,"李沧,书院路",2室1厅1厨1卫,华易春之都,其他,低楼层 (共6层),板楼,一梯两户
满五年,集中供暖,18777,70年,2017-07-08,东 西,2009-07-23,普通住宅,57.52平米,暂无数据,砖混结构,暂无数据,108,"首付33万 ,税费,13.8,万(仅供参考) ,详情",1998年建/板楼,商品房,"市北,闫家山",2室1厅1厨1卫,七六新村,其他,低楼层 (共8层),板楼,一梯三户
满五年,集中供暖,22276,70年,2017-08-16,南 北,2000-09-27,普通住宅,58.36平米,暂无数据,钢混结构,58.36㎡,130,"首付39万 ,税费,13.8,万(仅供参考) ,详情",1993年建/板楼,商品房,"市北,四方实验小区",2室1厅1厨1卫,实验小区,简装,高楼层 (共7层),板楼,一梯两户
满五年,集中供暖,21427,70年,2017-07-06,南 北,2007-08-09,普通住宅,91.01平米,暂无数据,钢混结构,暂无数据,195,"首付59万 ,税费,13.8,万(仅供参考) ,详情",2005年建/板楼,商品房,"李沧,河南",2室2厅1厨1卫,福林苑一期,其他,低楼层 (共6层),板楼,一梯两户
满五年,集中供暖,21492,70年,2017-06-23,南 北,2012-07-04,普通住宅,114平米,有,钢混结构,1㎡,245,"首付74万 ,税费,13.8,万(仅供参考) ,详情",2008年建/板楼,商品房,"市北,河西",3室2厅1厨1卫,长沙小区,其他,中楼层 (共9层),板楼,一梯两户
满两年,集中供暖,35905,50年,2017-07-05,南 北,2013-06-15,普通住宅,135.08平米,有,钢混结构,115.01㎡,485,"首付146万 ,税费,13.8,万(仅供参考) ,详情",2009年建/板楼,商品房,"崂山,石老人",3室2厅1厨2卫,文园花园,其他,中楼层 (共6层),板楼,一梯两户
满两年,集中供暖,17574,50年,2017-07-04,南 北,2013-02-17,普通住宅,119.5平米,暂无数据,钢混结构,104.93㎡,210,"首付63万 ,税费,13.8,万(仅供参考) ,详情",2012年建/板楼,商品房,"黄岛,东方影都",3室2厅1厨2卫,东方华庭,其他,中楼层 (共6层),板楼,一梯两户
满五年,集中供暖,24791,70年,2017-06-06,南,1999-04-01,普通住宅,116.98平米,有,钢混结构,暂无数据,290,"首付87万 ,税费,13.8,万(仅供参考) ,详情",2000年建/塔楼,商品房,"市南,五四广场",3室2厅1厨2卫,滨海花园,其他,中楼层 (共29层),塔楼,两梯六户
满两年,集中供暖,62708,50年,2015-02-02,南 北,2013-12-16,普通住宅,223.26平米,有,钢混结构,暂无数据,1400,"首付420万 ,税费,13.8,万(仅供参考) ,详情",2012年建/板楼,商品房,"崂山,麦岛",4室2厅1厨2卫,海信天玺,精装,高楼层 (共39层),板楼,三梯三户
满五年,集中供暖,12500,70年,2017-06-20,南 北,2005-08-10,普通住宅,96平米,暂无数据,钢混结构,85㎡,120,"首付36万 ,税费,13.8,万(仅供参考) ,详情",2005年建/板楼,商品房,"黄岛,东方影都",2室2厅1厨1卫,瑞海花园B区,其他,中楼层 (共7层),板楼,一梯两户
满五年,集中供暖,29851,70年,2017-05-02,南 北,2009-10-22,普通住宅,157.45平米,暂无数据,钢混结构,136.82㎡,470,"首付141万 ,税费,13.8,万(仅供参考) ,详情",2009年建/板楼,商品房,"李沧,绿城",4室2厅1厨2卫,绿城理想之城-蓝庭B区,其他,中楼层 (共4层),板楼,一梯两户
满两年,集中供暖,11714,50年,2017-10-15,南 北,2015-09-01,普通住宅,102.45平米,有,砖混结构,暂无数据,120,"首付36万 ,税费,13.8,万(仅供参考) ,详情",2015年建/板楼,拆迁还建房,"黄岛,保税区",2室2厅1厨1卫,西于家河,毛坯,中楼层 (共8层),板楼,一梯两户
满五年,集中供暖,27463,50年,2017-07-16,南,2009-11-09,普通住宅,105.6平米,有,钢混结构,81.6㎡,290,"首付87万 ,税费,13.8,万(仅供参考) ,详情",2006年建/板楼,商品房,"崂山,颐中体育场",2室2厅1厨1卫,鲁信长春花园,其他,中楼层 (共20层),板楼,两梯三户
满五年,集中供暖,25101,70年,2017-08-29,南 北,2010-04-07,普通住宅,134.26平米,有,钢混结构,103.52㎡,337,"首付102万 ,税费,13.8,万(仅供参考) ,详情",2009年建/板楼,商品房,"李沧,绿城",3室2厅1厨1卫,绿城理想之城-蓝庭F区,其他,中楼层 (共15层),板楼,两梯两户
满两年,集中供暖,31685,70年,2017-08-30,南 北,2015-06-09,普通住宅,87.11平米,有,钢混结构,67.13㎡,276,"首付83万 ,税费,13.8,万(仅供参考) ,详情",2014年建/板楼,商品房,"崂山,颐中体育场",2室2厅1厨1卫,远洋自然,其他,高楼层 (共30层),板楼,两梯四户
满五年,集中供暖,29076,70年,2017-08-18,南 北,2009-01-08,普通住宅,106.62平米,暂无数据,钢混结构,94.17㎡,310,"首付93万 ,税费,13.8,万(仅供参考) ,详情",2006年建/板楼,商品房,"市北,合肥路佳世客",3室2厅1厨1卫,四季景园,其他,中楼层 (共6层),板楼,一梯两户
满五年,集中供暖,16186,70年,2017-08-02,南 北,2011-12-06,普通住宅,134.69平米,有,钢混结构,103.54㎡,218,"首付66万 ,税费,13.8,万(仅供参考) ,详情",2007年建/板楼,商品房,"黄岛,石油大学",3室2厅1厨2卫,康大风和日丽,其他,低楼层 (共24层),板楼,两梯三户
满五年,集中供暖,15369,70年,2017-08-15,南 北,2012-02-25,普通住宅,83.94平米,有,钢混结构,68.86㎡,129,"首付39万 ,税费,13.8,万(仅供参考) ,详情",2010年建/板楼,商品房,"李沧,东李",2室1厅1厨1卫,和达和城,其他,中楼层 (共23层),板楼,两梯五户
满两年,集中供暖,14370,70年,2017-08-13,西南,2015-05-21,普通住宅,86.99平米,有,钢混结构,67.7㎡,125,"首付38万 ,税费,13.8,万(仅供参考) ,详情",2015年建/板楼,商品房,"城阳,流亭",2室1厅1厨1卫,中铁华胥美邦,其他,中楼层 (共14层),板楼,两梯五户
满五年,集中供暖,27873,70年,2017-08-22,南 北,1999-10-29,普通住宅,82.52平米,暂无数据,砖混结构,71.28㎡,230,"首付69万 ,税费,13.8,万(仅供参考) ,详情",1999年建/板楼,拆迁还建房,"市南,田家花园",3室1厅1厨1卫,田家花园C区,其他,中楼层 (共5层),板楼,一梯两户
满五年,集中供暖,30967,50年,2017-09-11,南 北,2009-12-05,普通住宅,121.1平米,有,钢混结构,暂无数据,375,"首付113万 ,税费,13.8,万(仅供参考) ,详情",2006年建/板楼,商品房,"崂山,崂山CBD",3室2厅1厨2卫,丽海馨苑,其他,中楼层 (共14层),板楼,两梯六户
满两年,集中供暖,27086,70年,2017-08-12,南,2013-11-06,普通住宅,161.71平米,暂无数据,钢混结构,141㎡,438,"首付132万 ,税费,13.8,万(仅供参考) ,详情",2009年建/板楼,商品房,"李沧,绿城",3室2厅1厨2卫,绿城理想之城-蓝庭B区,其他,高楼层 (共4层),板楼,一梯一户
满两年,集中供暖,23372,70年,2017-06-18,南 北,2013-12-25,普通住宅,92.42平米,有,钢混结构,78.49㎡,216,"首付65万 ,税费,13.8,万(仅供参考) ,详情",2012年建/板楼,商品房,"李沧,绿城",2室2厅1厨1卫,映月公馆,其他,高楼层 (共11层),板楼,一梯两户
满两年,集中供暖,29675,70年,2017-09-14,南 北,2014-06-06,普通住宅,93.01平米,有,钢混结构,73.55㎡,276,"首付83万 ,税费,13.8,万(仅供参考) ,详情",2012年建/板楼,商品房,"市北,合肥路佳世客",2室2厅1厨1卫,青建依山半岛,其他,高楼层 (共16层),板楼,两梯三户
满五年,自供暖,44534,70年,2017-05-09,南 北,2003-05-06,普通住宅,139.22平米,暂无数据,钢混结构,15.23㎡,620,"首付186万 ,税费,13.8,万(仅供参考) ,详情",2001年建/板楼,商品房,"市南,奥帆中心",3室2厅1厨2卫,金海广场,其他,高楼层 (共8层),板楼,一梯两户
满五年,集中供暖,42069,50年,2017-08-18,南 北,2009-12-22,普通住宅,87平米,暂无数据,钢混结构,79.02㎡,366,"首付110万 ,税费,13.8,万(仅供参考) ,详情",2001年建/板楼,商品房,"崂山,雕塑园",2室2厅1厨1卫,凯旋山庄,其他,高楼层 (共6层),板楼,一梯两户
满两年,集中供暖,28015,70年,2017-10-21,南 北,2013-03-12,普通住宅,59.97平米,暂无数据,砖混结构,56.67㎡,168,"首付51万 ,税费,13.8,万(仅供参考) ,详情",1995年建/板楼,已购公房,"市南,天山银海",2室1厅1厨1卫,天山小区（宁国一路）,精装,低楼层 (共6层),板楼,一梯三户
满五年,集中供暖,25360,70年,2017-07-14,南 北,2000-12-03,普通住宅,80.05平米,暂无数据,砖混结构,69.48㎡,203,"首付61万 ,税费,13.8,万(仅供参考) ,详情",2000年建/板楼,商品房,"市北,同安路",2室2厅1厨1卫,浮山后四小区,其他,高楼层 (共7层),板楼,一梯两户
满五年,集中供暖,30626,70年,2017-05-01,南,2010-04-06,普通住宅,87.51平米,暂无数据,砖混结构,80.92㎡,268,"首付81万 ,税费,13.8,万(仅供参考) ,详情",1988年建/板楼,已购公房,"市南,大尧",3室1厅1厨1卫,逍遥小区（燕儿岛路）,精装,高楼层 (共6层),板楼,一梯三户
满五年,集中供暖,35453,70年,2017-04-30,南,2011-06-09,普通住宅,102.39平米,有,钢混结构,85.08㎡,363,"首付109万 ,税费,13.8,万(仅供参考) ,详情",2008年建/板塔结合,商品房,"崂山,颐中体育场",3室2厅1厨1卫,海尔东城国际北区,精装,低楼层 (共11层),板塔结合,一梯四户
满五年,集中供暖,27589,70年,2017-04-23,南,1993-01-01,普通住宅,65.97平米,暂无数据,砖混结构,59.27㎡,182,"首付55万 ,税费,13.8,万(仅供参考) ,详情",1994年建/板楼,商品房,"市南,大尧",2室1厅1厨1卫,逍遥小区（逍遥一路）,简装,高楼层 (共7层),板楼,一梯两户
满五年,集中供暖,17730,50年,2017-06-21,西南,2009-08-24,普通住宅,207.56平米,有,钢混结构,152.52㎡,368,"首付111万 ,税费,13.8,万(仅供参考) ,详情",2006年建/板楼,商品房,"市南,新贵都",3室2厅1厨2卫,金华公寓,其他,中楼层 (共32层),板楼,两梯四户
满五年,集中供暖,27967,70年,2017-09-06,南 北,2011-04-21,普通住宅,130.87平米,有,钢混结构,107.72㎡,366,"首付110万 ,税费,13.8,万(仅供参考) ,详情",2010年建/板楼,商品房,"市北,新都心",3室2厅1厨2卫,鸿仕雅居,其他,低楼层 (共18层),板楼,一梯两户
